Age,Gender,Location,Parental Occupation,Study Hours,Previously Written JAMB,WAEC English Score,WAEC Maths Score,Internet Access,Understanding of Subjects,Confidence in JAMB Success,CBT Experience,Feelings about CBT,Learning Materials Availability,Educational Technology Usage,Support for Exam Preparation,Suggestions for School Improvement,Adequate JAMB Preparation,Result
16,Female,Lekki (Private),Civil servant,Less than 1 hour,Yes,98,69,Yes,Poor,Confident,No,Uncomfortable,Excellent,Never,"Counseling, Tutors, Better textbooks",More teachers,No,Fail
16,Male,Ikorodu (Public),Artisan,1-3 hours,Yes,78,77,No,Average,Confident,No,Comfortable,Fair,Occasionally,"Better textbooks, More past questions",More practical lessons,No,Fail
19,Male,Others,Artisan,3-5 hours,Yes,68,42,No,Excellent,Very confident,Yes,Uncomfortable,Poor,Always,"Better textbooks, Tutors",Extra classes,No,Fail
16,Female,Epe (Public),Trader,More than 5 hours,Yes,47,57,Yes,Average,Not confident,Yes,Neutral,Fair,Occasionally,"Extra lessons, More past questions, Counseling",More practical lessons,Yes,Fail
17,Male,Victoria Island (Private),Business owner,Less than 1 hour,Yes,40,82,No,Good,Confident,No,Neutral,Good,Always,Tutors,More practical lessons,No,Fail
16,Female,Epe (Public),Business owner,More than 5 hours,No,45,50,Yes,Poor,Not confident,Yes,Neutral,Poor,Often,"Better textbooks, Counseling",Extra classes,Yes,Fail
19,Male,Others,Artisan,3-5 hours,Yes,66,42,Yes,Poor,Confident,No,Comfortable,Good,Often,Better textbooks,Improved facilities,No,Fail
16,Female,Epe (Public),Teacher,3-5 hours,No,83,98,Yes,Poor,Not confident,No,Uncomfortable,Fair,Always,"Counseling, More past questions, Extra lessons",More teachers,No,Fail
20,Female,Ikorodu (Public),Teacher,More than 5 hours,Yes,76,43,No,Excellent,Confident,Yes,Uncomfortable,Good,Always,"Counseling, Extra lessons, Tutors",Improved facilities,Yes,Fail
16,Female,Others,Trader,1-3 hours,No,84,93,No,Average,Confident,No,Comfortable,Good,Never,"Counseling, Tutors",Extra classes,No,Fail
18,Male,Victoria Island (Private),Artisan,1-3 hours,Yes,79,69,No,Poor,Very confident,No,Neutral,Poor,Always,"More past questions, Tutors, Counseling",More practical lessons,No,Fail
19,Female,Epe (Public),Civil servant,3-5 hours,Yes,49,52,Yes,Poor,Not confident,Yes,Neutral,Poor,Occasionally,"Counseling, Better textbooks",Improved facilities,Yes,Fail
19,Male,Others,Trader,3-5 hours,No,68,97,Yes,Average,Confident,No,Neutral,Good,Occasionally,"More past questions, Extra lessons",More practical lessons,No,Fail
16,Male,Others,Teacher,Less than 1 hour,Yes,49,71,Yes,Average,Very confident,Yes,Neutral,Good,Never,"More past questions, Better textbooks, Extra lessons",Improved facilities,Yes,Fail
16,Male,Victoria Island (Private),Trader,More than 5 hours,No,95,46,No,Good,Not confident,No,Uncomfortable,Fair,Never,More past questions,Improved facilities,No,Fail
16,Male,Ikorodu (Public),Civil servant,More than 5 hours,Yes,65,96,Yes,Excellent,Very confident,Yes,Comfortable,Fair,Occasionally,"Counseling, More past questions",Improved facilities,Yes,Pass
18,Female,Ikorodu (Public),Trader,Less than 1 hour,Yes,49,93,No,Excellent,Confident,No,Comfortable,Poor,Always,"Better textbooks, Tutors",Improved facilities,No,Fail
16,Male,Lekki (Private),Civil servant,1-3 hours,Yes,51,64,No,Average,Very confident,Yes,Comfortable,Poor,Occasionally,"Counseling, Tutors, Extra lessons",More practical lessons,Yes,Pass
19,Female,Ikorodu (Public),Civil servant,More than 5 hours,No,96,42,No,Average,Very confident,Yes,Uncomfortable,Excellent,Often,Tutors,Extra classes,Yes,Fail
17,Female,Ikorodu (Public),Teacher,1-3 hours,Yes,40,44,Yes,Poor,Somewhat confident,Yes,Neutral,Poor,Often,More past questions,Extra classes,No,Fail
19,Male,Lekki (Private),Trader,More than 5 hours,No,100,86,Yes,Excellent,Confident,No,Comfortable,Poor,Always,Tutors,Improved facilities,No,Fail
20,Female,Lekki (Private),Trader,1-3 hours,No,66,81,Yes,Average,Not confident,Yes,Uncomfortable,Good,Often,"Counseling, More past questions, Tutors",Improved facilities,No,Fail
18,Female,Victoria Island (Private),Civil servant,1-3 hours,Yes,82,76,No,Poor,Somewhat confident,Yes,Comfortable,Good,Always,More past questions,More practical lessons,Yes,Fail
19,Female,Ikorodu (Public),Artisan,More than 5 hours,No,91,56,No,Average,Not confident,No,Comfortable,Good,Never,"More past questions, Better textbooks",Improved facilities,No,Fail
17,Female,Lekki (Private),Trader,Less than 1 hour,No,51,56,Yes,Average,Not confident,Yes,Uncomfortable,Poor,Always,Better textbooks,More teachers,Yes,Fail
20,Male,Others,Business owner,1-3 hours,No,57,40,No,Excellent,Very confident,Yes,Neutral,Good,Occasionally,"Better textbooks, Tutors, More past questions",More practical lessons,No,Fail
17,Male,Ikorodu (Public),Civil servant,3-5 hours,No,83,85,No,Good,Somewhat confident,No,Neutral,Fair,Never,"Tutors, Better textbooks",Improved facilities,No,Fail
19,Male,Others,Business owner,More than 5 hours,Yes,66,65,Yes,Average,Confident,No,Neutral,Good,Always,"More past questions, Better textbooks",Improved facilities,No,Fail
16,Male,Victoria Island (Private),Trader,1-3 hours,No,46,90,Yes,Excellent,Confident,Yes,Uncomfortable,Excellent,Always,"Tutors, Better textbooks",More teachers,Yes,Fail
20,Female,Epe (Public),Teacher,3-5 hours,No,98,55,No,Good,Very confident,No,Uncomfortable,Fair,Occasionally,"Better textbooks, Extra lessons, More past questions",More teachers,No,Fail
19,Male,Victoria Island (Private),Civil servant,More than 5 hours,No,79,82,No,Good,Not confident,Yes,Neutral,Fair,Never,Tutors,Improved facilities,No,Fail
18,Male,Victoria Island (Private),Trader,More than 5 hours,Yes,74,76,No,Good,Not confident,No,Comfortable,Poor,Never,Tutors,Improved facilities,No,Fail
19,Male,Others,Business owner,3-5 hours,Yes,99,89,No,Good,Confident,Yes,Uncomfortable,Excellent,Always,Counseling,Extra classes,Yes,Pass
20,Male,Ikorodu (Public),Artisan,Less than 1 hour,No,54,97,No,Poor,Not confident,No,Uncomfortable,Poor,Always,Extra lessons,More practical lessons,Yes,Fail
18,Female,Ikorodu (Public),Teacher,Less than 1 hour,No,52,48,Yes,Excellent,Confident,Yes,Comfortable,Good,Always,"Extra lessons, Better textbooks, Tutors",More teachers,No,Fail
19,Male,Ikorodu (Public),Artisan,More than 5 hours,No,72,60,No,Excellent,Very confident,No,Comfortable,Poor,Never,"Better textbooks, Extra lessons, Tutors",Extra classes,No,Fail
17,Male,Victoria Island (Private),Trader,1-3 hours,No,79,64,Yes,Excellent,Somewhat confident,No,Neutral,Good,Often,"Extra lessons, Tutors",Extra classes,Yes,Fail
17,Male,Others,Business owner,Less than 1 hour,No,49,80,Yes,Average,Somewhat confident,Yes,Neutral,Good,Always,Extra lessons,More teachers,Yes,Fail
16,Male,Epe (Public),Trader,1-3 hours,No,92,83,No,Excellent,Somewhat confident,No,Neutral,Poor,Often,"Extra lessons, More past questions, Tutors",More teachers,No,Fail
18,Male,Lekki (Private),Civil servant,Less than 1 hour,No,64,94,Yes,Poor,Confident,No,Uncomfortable,Fair,Often,"Better textbooks, More past questions",More teachers,No,Fail
20,Female,Epe (Public),Artisan,More than 5 hours,Yes,49,74,Yes,Poor,Somewhat confident,Yes,Uncomfortable,Poor,Always,More past questions,More teachers,No,Fail
16,Male,Ikorodu (Public),Civil servant,More than 5 hours,Yes,76,77,No,Average,Confident,No,Uncomfortable,Fair,Always,"More past questions, Better textbooks, Extra lessons",More teachers,Yes,Fail
16,Male,Lekki (Private),Civil servant,More than 5 hours,No,56,45,Yes,Good,Confident,No,Comfortable,Poor,Occasionally,Better textbooks,Extra classes,Yes,Fail
17,Female,Others,Teacher,Less than 1 hour,No,93,67,No,Average,Somewhat confident,Yes,Comfortable,Excellent,Never,More past questions,Extra classes,No,Fail
20,Female,Victoria Island (Private),Business owner,1-3 hours,No,43,91,No,Average,Very confident,No,Comfortable,Poor,Often,Better textbooks,Improved facilities,No,Fail
16,Male,Ikorodu (Public),Artisan,Less than 1 hour,No,41,69,No,Poor,Confident,No,Uncomfortable,Excellent,Never,"Better textbooks, Tutors",More practical lessons,Yes,Fail
17,Female,Others,Civil servant,Less than 1 hour,No,95,42,Yes,Excellent,Not confident,Yes,Uncomfortable,Excellent,Often,"Better textbooks, Extra lessons",Improved facilities,No,Fail
19,Female,Ikorodu (Public),Artisan,Less than 1 hour,No,55,49,Yes,Poor,Very confident,Yes,Neutral,Good,Never,"Extra lessons, Better textbooks",More practical lessons,No,Fail
19,Male,Victoria Island (Private),Trader,1-3 hours,No,75,41,Yes,Poor,Somewhat confident,No,Uncomfortable,Excellent,Often,"Counseling, Tutors, Extra lessons",Extra classes,No,Fail
17,Male,Epe (Public),Artisan,Less than 1 hour,Yes,66,40,Yes,Poor,Not confident,No,Comfortable,Poor,Occasionally,Extra lessons,Extra classes,No,Fail
17,Male,Others,Civil servant,1-3 hours,No,63,44,No,Average,Somewhat confident,No,Uncomfortable,Fair,Never,"Extra lessons, Tutors, More past questions",Improved facilities,No,Fail
17,Male,Epe (Public),Civil servant,Less than 1 hour,Yes,76,52,Yes,Poor,Confident,Yes,Comfortable,Excellent,Occasionally,"Better textbooks, Extra lessons",More practical lessons,Yes,Pass
16,Male,Ikorodu (Public),Civil servant,1-3 hours,Yes,94,63,No,Good,Confident,Yes,Uncomfortable,Good,Often,"Counseling, Better textbooks",Improved facilities,Yes,Pass
19,Male,Lekki (Private),Trader,1-3 hours,No,48,44,No,Good,Somewhat confident,Yes,Neutral,Good,Occasionally,"Tutors, Counseling, More past questions",More practical lessons,No,Fail
18,Female,Epe (Public),Teacher,More than 5 hours,No,49,50,No,Average,Very confident,Yes,Comfortable,Good,Often,Better textbooks,More teachers,Yes,Fail
16,Female,Others,Teacher,1-3 hours,Yes,49,48,No,Poor,Confident,Yes,Comfortable,Fair,Often,"Better textbooks, Extra lessons, Counseling",More teachers,No,Fail
17,Male,Lekki (Private),Artisan,3-5 hours,No,88,75,Yes,Average,Confident,No,Neutral,Good,Often,"Counseling, Tutors, More past questions",More practical lessons,No,Fail
18,Female,Victoria Island (Private),Artisan,Less than 1 hour,No,44,74,Yes,Excellent,Not confident,No,Comfortable,Fair,Never,"Extra lessons, Counseling, More past questions",Improved facilities,Yes,Fail
16,Male,Ikorodu (Public),Civil servant,More than 5 hours,No,49,97,No,Average,Not confident,No,Neutral,Excellent,Occasionally,"Tutors, Better textbooks",More teachers,No,Fail
19,Female,Lekki (Private),Trader,Less than 1 hour,Yes,94,72,Yes,Poor,Very confident,Yes,Uncomfortable,Good,Never,Better textbooks,Extra classes,No,Pass
20,Male,Victoria Island (Private),Business owner,3-5 hours,Yes,42,65,Yes,Excellent,Very confident,Yes,Uncomfortable,Poor,Often,"Better textbooks, Tutors, Counseling",Extra classes,Yes,Fail
16,Male,Epe (Public),Business owner,3-5 hours,No,99,85,Yes,Average,Confident,Yes,Comfortable,Excellent,Never,"Better textbooks, Extra lessons",Improved facilities,Yes,Pass
20,Female,Lekki (Private),Trader,1-3 hours,Yes,94,46,Yes,Average,Somewhat confident,Yes,Uncomfortable,Good,Always,"More past questions, Extra lessons, Better textbooks",More practical lessons,Yes,Fail
19,Male,Victoria Island (Private),Trader,1-3 hours,No,46,86,No,Poor,Somewhat confident,No,Comfortable,Excellent,Occasionally,"More past questions, Counseling, Tutors",More teachers,No,Fail
20,Male,Lekki (Private),Teacher,Less than 1 hour,Yes,68,63,No,Good,Confident,Yes,Uncomfortable,Poor,Often,More past questions,More practical lessons,No,Pass
17,Male,Victoria Island (Private),Trader,3-5 hours,Yes,43,61,Yes,Average,Confident,No,Neutral,Fair,Often,Better textbooks,More teachers,Yes,Fail
17,Male,Ikorodu (Public),Business owner,Less than 1 hour,No,78,41,Yes,Poor,Confident,No,Neutral,Poor,Always,"Tutors, Extra lessons",Improved facilities,No,Fail
17,Female,Lekki (Private),Artisan,Less than 1 hour,No,90,60,Yes,Average,Somewhat confident,No,Comfortable,Fair,Never,"Counseling, More past questions",More practical lessons,Yes,Fail
18,Male,Epe (Public),Trader,1-3 hours,Yes,87,96,Yes,Excellent,Confident,No,Uncomfortable,Fair,Occasionally,"More past questions, Extra lessons",More teachers,Yes,Fail
19,Male,Lekki (Private),Civil servant,More than 5 hours,Yes,87,75,No,Poor,Not confident,Yes,Comfortable,Good,Occasionally,"Better textbooks, Counseling, More past questions",Extra classes,No,Fail
20,Male,Lekki (Private),Trader,3-5 hours,No,40,64,Yes,Poor,Not confident,No,Comfortable,Excellent,Never,"Extra lessons, Tutors",Extra classes,Yes,Fail
19,Female,Others,Trader,More than 5 hours,Yes,71,98,Yes,Good,Very confident,Yes,Neutral,Poor,Often,"Extra lessons, More past questions",Improved facilities,No,Pass
18,Male,Epe (Public),Artisan,More than 5 hours,No,63,90,No,Excellent,Confident,Yes,Neutral,Poor,Often,"Better textbooks, Tutors, More past questions",More practical lessons,Yes,Pass
20,Male,Lekki (Private),Artisan,1-3 hours,Yes,55,61,No,Poor,Very confident,Yes,Comfortable,Excellent,Occasionally,"More past questions, Extra lessons, Better textbooks",Improved facilities,Yes,Pass
16,Male,Ikorodu (Public),Trader,3-5 hours,No,69,80,Yes,Excellent,Confident,No,Neutral,Poor,Often,"Extra lessons, Better textbooks, Tutors",More practical lessons,No,Fail
19,Male,Ikorodu (Public),Trader,Less than 1 hour,Yes,88,47,Yes,Good,Confident,Yes,Uncomfortable,Fair,Occasionally,Better textbooks,Extra classes,Yes,Fail
18,Female,Others,Teacher,3-5 hours,Yes,40,89,No,Good,Very confident,No,Comfortable,Poor,Never,Counseling,Extra classes,Yes,Fail
17,Male,Epe (Public),Trader,1-3 hours,No,56,62,No,Poor,Somewhat confident,Yes,Uncomfortable,Poor,Always,"Tutors, Better textbooks, Counseling",More practical lessons,Yes,Fail
16,Female,Victoria Island (Private),Trader,1-3 hours,Yes,65,92,No,Excellent,Somewhat confident,No,Comfortable,Good,Occasionally,"Counseling, Better textbooks",Improved facilities,No,Fail
19,Female,Victoria Island (Private),Business owner,Less than 1 hour,Yes,40,98,No,Average,Not confident,Yes,Uncomfortable,Fair,Often,"Extra lessons, Counseling, More past questions",Improved facilities,Yes,Fail
16,Male,Ikorodu (Public),Trader,3-5 hours,No,99,65,No,Excellent,Somewhat confident,No,Uncomfortable,Excellent,Never,More past questions,More practical lessons,No,Fail
18,Female,Epe (Public),Teacher,Less than 1 hour,Yes,46,71,No,Good,Confident,No,Comfortable,Excellent,Never,"More past questions, Better textbooks, Extra lessons",More teachers,Yes,Fail
18,Female,Epe (Public),Teacher,1-3 hours,Yes,53,95,No,Good,Not confident,Yes,Uncomfortable,Good,Occasionally,"Better textbooks, Extra lessons",More practical lessons,No,Fail
16,Female,Victoria Island (Private),Civil servant,Less than 1 hour,Yes,86,60,No,Good,Very confident,Yes,Neutral,Good,Often,"Extra lessons, Better textbooks, Counseling",Improved facilities,Yes,Pass
18,Male,Epe (Public),Business owner,Less than 1 hour,Yes,46,50,Yes,Good,Not confident,No,Neutral,Poor,Occasionally,"Extra lessons, Counseling, Tutors",Extra classes,Yes,Fail
19,Male,Others,Artisan,More than 5 hours,Yes,94,46,No,Excellent,Confident,No,Comfortable,Good,Always,Extra lessons,Extra classes,No,Fail
20,Male,Others,Trader,Less than 1 hour,No,69,64,No,Excellent,Somewhat confident,No,Comfortable,Good,Always,"Tutors, Better textbooks, Extra lessons",More teachers,Yes,Fail
17,Male,Epe (Public),Artisan,Less than 1 hour,No,67,41,No,Excellent,Very confident,No,Comfortable,Poor,Never,"Counseling, More past questions",More practical lessons,No,Fail
18,Male,Epe (Public),Teacher,1-3 hours,No,44,46,No,Good,Very confident,Yes,Comfortable,Excellent,Never,"More past questions, Counseling",Improved facilities,Yes,Fail
16,Male,Epe (Public),Trader,1-3 hours,No,53,72,No,Poor,Somewhat confident,No,Neutral,Good,Always,"Tutors, Better textbooks",Improved facilities,Yes,Fail
20,Male,Victoria Island (Private),Artisan,More than 5 hours,No,81,64,Yes,Excellent,Not confident,Yes,Comfortable,Excellent,Often,"Counseling, More past questions",More teachers,Yes,Fail
17,Male,Epe (Public),Business owner,Less than 1 hour,No,68,72,No,Excellent,Very confident,No,Comfortable,Good,Never,"More past questions, Better textbooks, Tutors",Improved facilities,No,Fail
16,Female,Others,Trader,More than 5 hours,Yes,47,76,No,Excellent,Confident,No,Neutral,Good,Always,"Better textbooks, Counseling",Extra classes,No,Fail
18,Female,Epe (Public),Artisan,More than 5 hours,No,76,98,Yes,Excellent,Not confident,No,Comfortable,Fair,Occasionally,"Better textbooks, Tutors",More practical lessons,No,Fail
20,Female,Victoria Island (Private),Civil servant,1-3 hours,No,96,40,No,Excellent,Not confident,Yes,Neutral,Excellent,Often,"Extra lessons, Tutors, Counseling",More teachers,Yes,Fail
19,Male,Epe (Public),Trader,More than 5 hours,No,62,100,No,Average,Somewhat confident,No,Comfortable,Good,Always,"Extra lessons, Counseling, Better textbooks",Extra classes,No,Fail
16,Female,Lekki (Private),Business owner,3-5 hours,No,56,75,Yes,Excellent,Very confident,Yes,Comfortable,Poor,Often,Tutors,Improved facilities,Yes,Pass
19,Female,Victoria Island (Private),Trader,1-3 hours,No,56,57,Yes,Good,Not confident,No,Comfortable,Poor,Often,More past questions,More practical lessons,Yes,Fail
18,Female,Ikorodu (Public),Business owner,Less than 1 hour,No,59,77,No,Good,Not confident,No,Comfortable,Good,Never,"Tutors, Extra lessons, Counseling",More practical lessons,Yes,Fail
17,Female,Victoria Island (Private),Civil servant,1-3 hours,No,82,100,No,Good,Confident,Yes,Uncomfortable,Fair,Never,More past questions,More teachers,No,Pass
16,Male,Lekki (Private),Business owner,3-5 hours,Yes,82,82,No,Poor,Somewhat confident,No,Neutral,Fair,Often,"Better textbooks, Tutors, Extra lessons",Extra classes,No,Fail
20,Female,Victoria Island (Private),Civil servant,More than 5 hours,No,52,82,No,Poor,Very confident,Yes,Uncomfortable,Fair,Always,"More past questions, Counseling, Tutors",Extra classes,Yes,Pass
19,Male,Ikorodu (Public),Artisan,Less than 1 hour,Yes,87,40,Yes,Poor,Not confident,Yes,Neutral,Poor,Always,"More past questions, Extra lessons, Counseling",Extra classes,Yes,Fail
17,Male,Ikorodu (Public),Teacher,1-3 hours,No,82,77,No,Poor,Confident,No,Comfortable,Excellent,Often,"Better textbooks, Counseling, Tutors",More practical lessons,No,Fail
20,Female,Victoria Island (Private),Business owner,More than 5 hours,Yes,43,82,Yes,Poor,Not confident,No,Comfortable,Fair,Often,"Counseling, Extra lessons, Tutors",Extra classes,No,Fail
19,Male,Ikorodu (Public),Artisan,Less than 1 hour,Yes,62,78,Yes,Average,Somewhat confident,Yes,Neutral,Poor,Occasionally,"Tutors, Counseling",More teachers,Yes,Fail
20,Male,Epe (Public),Artisan,Less than 1 hour,No,46,56,Yes,Average,Very confident,Yes,Comfortable,Excellent,Often,Extra lessons,More practical lessons,No,Fail
18,Male,Ikorodu (Public),Artisan,3-5 hours,No,55,40,Yes,Poor,Confident,No,Uncomfortable,Poor,Never,"Counseling, More past questions",Improved facilities,No,Fail
